points,price,province,region_1,region_2,variety,winery
92,32.0,California,Santa Lucia Highlands,Central Coast,Chardonnay,Pessagno
92,56.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Testarossa
92,40.0,California,Russian River Valley,Sonoma,Zinfandel,Dutton-Goldfield
92,30.0,California,Edna Valley,Central Coast,Chardonnay,Baileyana
92,50.0,California,Dry Creek Valley,Sonoma,Cabernet Sauvignon,Fritz
92,75.0,California,Sonoma County,Sonoma,Cabernet Sauvignon,Chateau St. Jean
92,70.0,California,Stags Leap District,Napa,Cabernet Sauvignon,Clos du Val
92,28.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Pessagno
91,20.0,California,Russian River Valley,Sonoma,Fumé Blanc,Chateau St. Jean
91,35.0,California,Carneros,Napa-Sonoma,Chardonnay,Merryvale
91,40.0,California,Rutherford,Napa,Cabernet Sauvignon,Riboli
91,35.0,California,Dry Creek Valley,Sonoma,Cabernet Sauvignon,Sbragia
89,35.0,California,Napa Valley,Napa,Merlot,Silverado
89,25.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Stoller
89,65.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Erath
89,50.0,California,Sonoma Valley,Sonoma,Zinfandel,Louis M. Martini
89,60.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Lange
89,14.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Gris,Redhawk
89,32.0,California,Napa Valley,Napa,Cabernet Sauvignon,Renteria
89,26.0,Oregon,Walla Walla Valley (OR),Oregon Other,Merlot,Seven Bridges
89,48.0,California,Alexander Valley,Sonoma,Bordeaux-style Red Blend,Trione
89,55.0,California,Sonoma Mountain,Sonoma,Pinot Noir,Aiken
89,65.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Anam Cara
89,45.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Anam Cara
89,125.0,California,Napa Valley,Napa,Cabernet Sauvignon,Axios
93,115.0,California,Napa Valley,Napa,Chardonnay,Jarvis
93,25.0,Washington,Red Mountain,Columbia Valley,Chenin Blanc,Kiona
93,60.0,California,Sonoma Coast,Sonoma,Pinot Noir,Lutum
93,55.0,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,Maison Bleue
93,70.0,California,Santa Barbara County,Central Coast,Nebbiolo,Palmina
93,45.0,California,Sonoma Coast,Sonoma,Chardonnay,Black Kite
93,45.0,Washington,Red Mountain,Columbia Valley,Bordeaux-style Red Blend,Cadence
93,36.0,California,Santa Ynez Valley,Central Coast,Sangiovese,Cent'Anni
93,90.0,California,Carneros,Napa-Sonoma,Pinot Noir,Donum
93,25.0,California,Green Valley,Sonoma,Gewürztraminer,Dutton-Goldfield
93,90.0,Washington,Walla Walla Valley (WA),Columbia Valley,Tempranillo,Cayuse
93,65.0,Washington,Washington,Washington Other,Grenache,Rôtie Cellars
93,24.0,California,San Luis Obispo County,Central Coast,Chardonnay,Sinor-LaVallee
93,50.0,Washington,Walla Walla Valley (WA),Columbia Valley,Cabernet Franc,Spring Valley Vineyard
93,36.0,California,Santa Cruz Mountains,Central Coast,Pinot Noir,Thomas Fogarty
93,43.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Baer
93,42.0,California,Russian River Valley,Sonoma,Sparkling Blend,Balletto
88,50.0,California,Carneros,Napa-Sonoma,Chardonnay,Kazmer & Blaise
88,24.0,California,Carneros,Napa-Sonoma,Chardonnay,Molnar Family
88,18.0,Oregon,Willamette Valley,Willamette Valley,Pinot Blanc,WillaKenzie Estate
88,25.0,New York,Finger Lakes,Finger Lakes,Riesling,Heron Hill
88,19.0,Oregon,Oregon,Oregon Other,Pinot Noir,Spindrift Cellars
88,20.0,Oregon,Oregon,Oregon Other,Pinot Gris,Lachini
88,24.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Arcane Cellars
88,35.0,California,Dry Creek Valley,Sonoma,Zinfandel,Bella
88,16.0,New York,Finger Lakes,Finger Lakes,Riesling,Dr. Konstantin Frank
91,24.0,Oregon,Willamette Valley,Willamette Valley,Pinot Blanc,Ken Wright
91,25.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Ken Wright
91,22.0,Oregon,Oregon,Oregon Other,Pinot Gris,King Estate
91,19.0,Oregon,Dundee Hills,Willamette Valley,Pinot Blanc,The Eyrie Vineyards
91,58.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Rex Hill
91,39.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Scott Paul
91,60.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Sokol Blosser
91,48.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Riverbench
91,45.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Sokol Blosser
89,24.0,California,California,California Other,Chardonnay,Naggiar
89,50.0,California,Central Coast,Central Coast,Cabernet Sauvignon,Clos La Chance
89,27.0,California,Amador County,Sierra Foothills,Petite Sirah,Deaver
89,30.0,California,El Dorado,Sierra Foothills,Clairette,Donkey & Goat
89,35.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Eternal
89,30.0,New York,North Fork of Long Island,Long Island,Sparkling Blend,Harbes Family Vineyard
89,32.0,California,Temecula Valley,South Coast,Sangiovese,Robert Renzoni
89,13.0,California,Amador County,Sierra Foothills,Rosé,Sobon Estate
89,19.0,New York,North Fork of Long Island,Long Island,Bordeaux-style Red Blend,Suhru
89,18.0,California,Central Coast,Central Coast,Syrah,Tensley
89,12.0,New York,Finger Lakes,Finger Lakes,Chardonnay,Wagner
89,8.0,California,California,California Other,Pinot Noir,Woodbridge by Robert Mondavi
89,40.0,California,Santa Cruz Mountains,Central Coast,Nebbiolo,Bargetto
88,20.0,Washington,Washington,Washington Other,Cabernet Franc,Substance
88,17.0,Washington,Columbia Valley (WA),Columbia Valley,Syrah,Dunham
90,15.0,Washington,Red Mountain,Columbia Valley,Lemberger,Kiona
90,20.0,New York,Finger Lakes,Finger Lakes,Cabernet Franc,Lamoreaux Landing
90,95.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,William Hill Estate
90,52.0,California,Paso Robles,Central Coast,Bordeaux-style Red Blend,Midnight
90,48.0,California,Russian River Valley,Sonoma,Zinfandel,Portalupi
90,90.0,California,Napa Valley,Napa,Cabernet Sauvignon,Sequoia Grove
90,35.0,Washington,Columbia Valley (WA),Columbia Valley,Syrah,Swiftwater Cellars
90,35.0,California,Napa Valley,Napa,Merlot,Clos du Val
90,28.0,California,Santa Barbara,Central Coast,Tempranillo,Core Winery
90,53.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Jordan
90,25.0,Washington,Red Mountain,Columbia Valley,Syrah,Kiona
84,7.0,California,California,California Other,Red Blend,Barefoot
84,12.0,California,California,California Other,Chardonnay,Silver Ridge
83,11.0,California,California,California Other,Petite Sirah,McManis
83,16.0,California,Napa Valley,Napa,Sauvignon Blanc,Emmolo
83,30.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Field Stone
83,11.0,California,California,California Other,Pinot Noir,McManis
83,24.0,California,Napa Valley,Napa,Red Blend,Cerruti
92,52.0,Oregon,Ribbon Ridge,Willamette Valley,Pinot Noir,Brick House
92,65.0,California,Edna Valley,Central Coast,Pinot Noir,Daou
92,44.0,California,Santa Ynez Valley,Central Coast,Syrah,Foxen
92,26.0,California,Dry Creek Valley,Sonoma,Zinfandel,Dashe Cellars
92,26.0,California,Paso Robles,Central Coast,Chardonnay,Dunning Vineyards
92,195.0,California,Napa Valley,Napa,Cabernet Sauvignon,Grgich Hills
92,38.0,California,Alexander Valley,Sonoma,Red Blend,Ridge
92,42.0,California,Paso Robles,Central Coast,Syrah,Alta Colina
92,47.0,California,Carneros,Napa-Sonoma,Pinot Noir,Schermeister
92,65.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Gypsy Dancer
92,55.0,California,Napa Valley,Napa,Malbec,Krutz
92,35.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Weatherborne
92,99.0,California,Napa Valley,Napa,Cabernet Sauvignon,Tobacco Road
92,40.0,California,Santa Lucia Highlands,Central Coast,Chardonnay,Lucienne
92,45.0,California,Paso Robles,Central Coast,Rhône-style Red Blend,ONX
92,45.0,California,Paso Robles,Central Coast,Red Blend,ONX
92,36.0,California,Paso Robles,Central Coast,Grenache,Barton
92,44.0,California,Santa Cruz Mountains,Central Coast,Pinot Noir,Black Ridge
92,75.0,California,Santa Barbara County,Central Coast,Cabernet Sauvignon,Blackjack
92,20.0,California,Central Coast,Central Coast,Gewürztraminer,Claiborne & Churchill
86,16.0,New York,New York,New York Other,Traminette,Whitecliff Vineyard
86,33.0,California,Russian River Valley,Sonoma,Syrah,Acorn
86,13.0,California,Central Coast,Central Coast,Sauvignon Blanc,Sterling
86,22.0,California,Calistoga,Napa,Verdelho,Coquerel Family Wine Estates
86,52.0,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,Bergevin Lane
86,10.0,California,California,California Other,Chardonnay,Big House
86,48.0,California,Sonoma Coast,Sonoma,Pinot Noir,Kokomo
87,30.0,California,Napa Valley,Napa,Cabernet Sauvignon,Tamayo Family
87,35.0,California,Paso Robles,Central Coast,Viognier,Orchid Hill
87,44.0,California,Chalone,Central Coast,Pinot Noir,P2
87,26.0,California,Malibu-Newton Canyon,South Coast,Merlot,Rosenthal-Malibu Estate
87,30.0,California,Mount Harlan,Central Coast,Pinot Noir,Calera
87,15.0,California,Napa Valley,Napa,Chenin Blanc,Ballentine
87,70.0,California,Stags Leap District,Napa,Cabernet Sauvignon,Shafer
87,29.0,California,Malibu-Newton Canyon,South Coast,Red Blend,Surfrider
87,25.0,California,Edna Valley,Central Coast,Chardonnay,Kynsi
91,35.0,California,Russian River Valley,Sonoma,Pinot Noir,Davis Bynum
91,30.0,California,Arroyo Seco,Central Coast,Syrah,DeTierra Vineyards
91,20.0,California,Santa Barbara County,Central Coast,Merlot,Rancho Sisquoc
91,34.0,California,Paso Robles,Central Coast,Rhône-style Red Blend,Rendarrio Vineyards
91,16.0,California,Lodi,Central Valley,Zinfandel,Seven Deadly Zins
91,45.0,Oregon,McMinnville,Willamette Valley,Pinot Noir,Sokol Blosser
91,85.0,California,Oakville,Napa,Cabernet Sauvignon,Vine Cliff
91,42.0,California,Russian River Valley,Sonoma,Pinot Noir,K Squared Cellars
91,29.0,California,Sta. Rita Hills,Central Coast,Chardonnay,Kessler-Haak
91,80.0,California,Napa Valley,Napa,Cabernet Sauvignon,Kuleto Estate
91,56.0,California,Sonoma Coast,Sonoma,Pinot Noir,MacRostie
91,55.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Megan Anne
91,16.0,Oregon,Umpqua Valley,Southern Oregon,Riesling,Melrose
91,60.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Miner
91,65.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Owen Roe
91,31.0,California,Sonoma County,Sonoma,Sauvignon Blanc,Eric Kent
91,20.0,California,Lodi,Central Valley,Cabernet Sauvignon,Freakshow
91,27.0,California,Carneros,Napa-Sonoma,Pinot Noir,Gloria Ferrer
91,23.0,Oregon,Umpqua Valley,Southern Oregon,Tempranillo,Abacela
86,20.0,California,Russian River Valley,Sonoma,Sauvignon Blanc,Hanna
86,20.0,California,Paso Robles,Central Coast,Merlot,Robert Hall
86,52.0,California,Napa Valley,Napa,Cabernet Sauvignon,Rutherford Ranch
86,18.0,California,Santa Barbara County,Central Coast,Chardonnay,The Federalist
86,28.0,California,Russian River Valley,Sonoma,Cabernet Franc,Wait Cellars
86,22.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Crespi Ranch
86,26.0,California,Paso Robles,Central Coast,Syrah,Eberle
86,32.0,California,Russian River Valley,Sonoma,Pinot Noir,Ektimo Vineyards
86,25.0,California,Santa Barbara County,Central Coast,Roussanne,Epiphany
86,17.0,California,Dry Creek Valley,Sonoma,Merlot,Chelsea Goldschmidt
86,22.0,California,Russian River Valley,Sonoma,Pinot Noir,Crespi Ranch
86,14.0,Oregon,Rogue Valley,Southern Oregon,Chardonnay,Deer Creek
86,32.0,California,Russian River Valley,Sonoma,Cabernet Sauvignon,Ektimo Vineyards
92,78.0,California,Central Coast,Central Coast,Rhône-style Red Blend,Bonny Doon
92,42.0,Washington,Yakima Valley,Columbia Valley,Petite Sirah,Sparkman
92,39.0,Washington,Wahluke Slope,Columbia Valley,Rhône-style Red Blend,Dusted Valley
92,70.0,California,Russian River Valley,Sonoma,Pinot Noir,Lynmar
92,50.0,California,Santa Cruz Mountains,Central Coast,Cabernet Sauvignon,Ridge
92,49.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Siduri
92,50.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Alma Rosa
92,38.0,California,Central Coast,Central Coast,Rhône-style Red Blend,Bonny Doon
92,24.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Vina Robles
92,65.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Walt
92,25.0,California,Santa Lucia Highlands,Central Coast,Chardonnay,Windstream
89,28.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Soléna
89,26.0,California,Lodi,Central Valley,Rhône-style Red Blend,The Dancing Fox
89,36.0,California,Santa Maria Valley,Central Coast,Chardonnay,La Fenêtre
89,35.0,Oregon,Rogue Valley,Southern Oregon,Syrah,Ledger David
89,24.0,Oregon,Rogue Valley,Southern Oregon,Sangiovese,Ledger David
89,60.0,California,Paso Robles,Central Coast,Zinfandel,Lone Madrone
89,36.0,California,Sierra Foothills,Sierra Foothills,G-S-M,Prospect 772
89,26.0,California,Santa Barbara County,Central Coast,Pinot Noir,YNOT
84,45.0,California,Rutherford,Napa,Cabernet Sauvignon,Conn Creek
84,40.0,California,Dry Creek Valley,Sonoma,Zinfandel,Mazzocco
84,10.0,California,Paso Robles,Central Coast,Merlot,Grayson
84,21.0,California,Napa Valley,Napa,Sauvignon Blanc,St. Supéry
84,42.0,California,Napa Valley,Napa,Cabernet Sauvignon,Judd's Hill
83,35.0,California,Carneros,Napa-Sonoma,Cabernet Sauvignon,Truchard
83,25.0,California,Paicines,Central Coast,Merlot,Donati
93,75.0,California,Sonoma Coast,Sonoma,Pinot Noir,Joseph Phelps
93,45.0,California,Russian River Valley,Sonoma,Chardonnay,Brick & Mortar
93,37.0,California,Santa Maria Valley,Central Coast,Chardonnay,Fess Parker
93,85.0,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,Gramercy
93,60.0,California,Santa Maria Valley,Central Coast,Nebbiolo,Palmina
93,65.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Pursued by Bear
93,75.0,New York,North Fork of Long Island,Long Island,Bordeaux-style Red Blend,Raphael
93,48.0,California,Spring Mountain District,Napa,Cabernet Sauvignon,Smith-Madrone
93,65.0,California,Napa Valley,Napa,Cabernet Sauvignon,Les Belles Collines
93,57.0,California,Russian River Valley,Sonoma,Pinot Noir,Merry Edwards
93,55.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Aperture
93,50.0,California,Napa Valley,Napa,Cabernet Sauvignon,Turnbull
93,65.0,California,Green Valley,Sonoma,Pinot Noir,Chenoweth
93,32.0,California,Edna Valley,Central Coast,Pinot Noir,Claiborne & Churchill
93,60.0,California,Carneros,Napa-Sonoma,Chardonnay,Donum
93,32.0,California,Dry Creek Valley,Sonoma,Zinfandel,Dry Creek Vineyard
93,80.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Fiddlehead
93,75.0,California,Fort Ross-Seaview,Sonoma,Pinot Noir,Foretell
83,20.0,California,Russian River Valley,Sonoma,Chardonnay,Taft Street
83,39.0,California,Santa Ynez Valley,Central Coast,Sangiovese,Coquelicot
83,15.0,California,California,California Other,Riesling,Bread & Butter
83,11.0,California,Monterey County,Central Coast,Pinot Grigio,Castle Rock
83,20.0,California,California,California Other,Bordeaux-style Red Blend,Back Seat
83,30.0,California,Santa Ynez Valley,Central Coast,Cabernet Franc,Brander
82,12.0,California,California,California Other,Sauvignon Blanc,Mirassou
82,10.0,California,Central Coast,Central Coast,Chardonnay,Castle Rock
82,15.0,California,Fiddletown,Sierra Foothills,Zinfandel,Damas
82,30.0,California,Paso Robles,Central Coast,Viognier,Ranchero Cellars
82,30.0,California,Paso Robles,Central Coast,Bordeaux-style Red Blend,San Antonio
82,42.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Talbott
82,11.0,California,Central Coast,Central Coast,Merlot,Castle Rock
92,72.0,California,Russian River Valley,Sonoma,Pinot Noir,Donum
92,54.0,Washington,Yakima Valley,Columbia Valley,Syrah,Efeste
92,32.0,California,Sierra Foothills,Sierra Foothills,White Blend,Elyse
92,25.0,Washington,Columbia Valley (WA),Columbia Valley,Malbec,Baer
92,30.0,California,Santa Cruz Mountains,Central Coast,Chardonnay,Bargetto
92,28.0,California,Arroyo Seco,Central Coast,Chardonnay,Mercy
92,55.0,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,Saviah
92,52.0,California,Monterey,Central Coast,Pinot Noir,Talbott
92,32.0,California,Lodi,Central Valley,Chardonnay,The Tribe
91,18.0,California,Dry Creek Valley,Sonoma,Sauvignon Blanc,Dry Creek Vineyard
91,39.0,Washington,Red Mountain,Columbia Valley,Syrah,Efeste
91,49.0,Washington,Wahluke Slope,Columbia Valley,Mourvèdre,Efeste
91,50.0,Washington,Red Mountain,Columbia Valley,Bordeaux-style Red Blend,Fidelitas
91,38.0,California,Chalone,Central Coast,Chardonnay,Flywheel
87,15.0,California,Lodi,Central Valley,Cabernet Sauvignon,Christine Andrew
87,26.0,California,Carneros,Napa-Sonoma,Sparkling Blend,Domaine Carneros
87,20.0,New York,Finger Lakes,Finger Lakes,Cabernet Franc,Dr. Konstantin Frank
87,19.0,California,Sonoma-Napa-Mendocino,North Coast,Merlot,Kendall-Jackson
87,15.0,New York,Finger Lakes,Finger Lakes,Gewürztraminer,Lamoreaux Landing
87,23.0,California,Carneros,Napa-Sonoma,Chardonnay,MacRostie
87,14.0,New York,Finger Lakes,Finger Lakes,Riesling,Fox Run
88,19.0,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Cave B
87,35.0,California,San Benito County,Central Coast,Tempranillo,Bella Luna
87,22.0,California,Carneros,Napa-Sonoma,Pinot Grigio,Benessere
87,50.0,California,San Francisco Bay,Central Coast,Chardonnay,Hestan
87,78.0,California,Monterey County,Central Coast,Malbec-Syrah,Château Julien
87,36.0,California,Napa Valley,Napa,Zinfandel,Fontanella
92,39.0,California,Central Coast,Central Coast,Pinot Noir,Williams Selyem
92,48.0,California,Happy Canyon of Santa Barbara,Central Coast,Cabernet Sauvignon,Zaca Mesa
92,30.0,California,El Dorado,Sierra Foothills,Rhône-style Red Blend,Skinner
92,36.0,California,El Dorado,Sierra Foothills,Rhône-style Red Blend,The Withers Winery
92,54.0,California,Sonoma Coast,Sonoma,Pinot Noir,Gros Ventre
92,35.0,California,Napa Valley,Napa,Syrah,Havens
92,60.0,California,Yountville,Napa,Cabernet Sauvignon,Liparita
92,21.0,Oregon,Southern Oregon,Southern Oregon,Viognier,Spangler
92,30.0,California,Sierra Foothills,Sierra Foothills,Mourvèdre,Terre Rouge
92,50.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,The Eyrie Vineyards
92,34.0,California,Contra Costa County,Central Coast,Zinfandel,Three
92,22.0,California,Contra Costa County,Central Coast,Zinfandel,Three
92,125.0,California,Diamond Mountain District,Napa,Cabernet Franc,Wallis Family Estate
92,97.0,California,Calistoga,Napa,Cabernet Sauvignon,B Cellars
92,35.0,California,Santa Cruz Mountains,Central Coast,Syrah,Beauregard
92,58.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Bethel Heights
94,32.0,California,Carneros,Napa-Sonoma,Chardonnay,Clos du Val
94,85.0,California,Napa Valley,Napa,Chardonnay,Hertelendy
94,44.0,California,Green Valley,Sonoma,Sparkling Blend,Iron Horse
94,115.0,California,Napa Valley,Napa,Cabernet Franc,Jarvis
94,70.0,California,Russian River Valley,Sonoma,Chardonnay,Lynmar
94,60.0,California,Carneros,Napa-Sonoma,Chardonnay,Patz & Hall
93,90.0,California,Napa Valley,Napa,Cabernet Sauvignon,Addendum
93,48.0,California,Ballard Canyon,Central Coast,Rhône-style Red Blend,Bodega de Edgar
93,58.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Fess Parker
93,45.0,California,Sonoma Coast,Sonoma,Pinot Noir,Keller
93,60.0,California,Ballard Canyon,Central Coast,Rhône-style White Blend,Kimsey
93,40.0,California,Santa Barbara County,Central Coast,Grenache,Margerum
93,48.0,California,Santa Barbara County,Central Coast,Grenache,Montemar Wines
93,42.0,California,Napa County,Napa,Sparkling Blend,Mumm Napa
93,48.0,California,Napa Valley,Napa,Zinfandel,Robert Biale
93,22.0,California,Santa Barbara County,Central Coast,Red Blend,Stolpman
